,name,PC1,PC2,PC3,PC4,PC5,corDist,description,MaxDist,MeanDist,MaxDist/MeanDist,Gene_Symbol,Pfam,GOBiologicalProcess,SqrtOmega,logNumGOterms,Omega
8485,NM_003332_1,0.153805069,-0.097861923,0.485354469,-1.065096907,-0.652312679,0.38788599,"27409. Homo sapiens TYRO protein tyrosine kinase binding protein (TYROBP), transcript variant 1, mRNA",0.0588097,0.031816302,1.848414054,TYROBP,-,GO:0050776 [Name: regulation of immune response]; GO:0035556 [Name: intracellular signal transduction]; GO:0045087 [Name: innate immune response]; GO:0002283 [Name: neutrophil activation involved in immune response]; GO:0007229 [Name: integrin-mediated signaling pathway]; GO:2001204 [Name: regulation of osteoclast development]; GO:0007165 [Name: signal transduction]; GO:0002281 [Name: macrophage activation involved in immune response]; GO:0006968 [Name: cellular defense response],0.516112476,2.302585093,0.266372088
8536,NM_001572_2,-0.47551415,2.722884507,2.059908988,-1.11220594,0.144410279,0.409747159,"25779. Homo sapiens interferon regulatory factor 7 (IRF7), transcript variant a, mRNA",0.0583121,0.038060595,1.532085861,IRF7,PF00605; PF10401,GO:0032607 [Name: interferon-alpha production]; GO:0032727 [Name: positive regulation of interferon-alpha production]; GO:0035666 [Name: TRIF-dependent toll-like receptor signaling pathway]; GO:0045655 [Name: regulation of monocyte differentiation]; GO:0045893 [Name: positive regulation of transcription. DNA-templated]; GO:0034127 [Name: regulation of MyD88-independent toll-like receptor signaling pathway]; GO:0006366 [Name: transcription from RNA polymerase II promoter]; GO:0009615 [Name: response to virus]; GO:0032608 [Name: interferon-beta production]; GO:0060340 [Name: positive regulation of type I interferon-mediated signaling pathway]; GO:2000110 [Name: negative regulation of macrophage apoptotic process]; GO:0002819 [Name: regulation of adaptive immune response]; GO:0032728 [Name: positive regulation of interferon-beta production]; GO:0050776 [Name: regulation of immune response]; GO:0060337 [Name: type I interferon signaling pathway]; GO:0039530 [Name: MDA-5 signaling pathway]; GO:0060333 [Name: interferon-gamma-mediated signaling pathway]; GO:0034124 [Name: regulation of MyD88-dependent toll-like receptor signaling pathway]; GO:0000122 [Name: negative regulation of transcription from RNA polymerase II promoter]; GO:0016064 [Name: immunoglobulin mediated immune response]; GO:0032479 [Name: regulation of type I interferon production]; GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0045351 [Name: type I interferon biosynthetic process]; GO:0006974 [Name: cellular response to DNA damage stimulus]; GO:0032481 [Name: positive regulation of type I interferon production]; GO:0045087 [Name: innate immune response]; GO:0019043 [Name: establishment of viral latency],0.513991413,3.33220451,0.264187173
8549,NM_001569_1,-0.603617612,-0.244461966,1.53541855,0.512233121,0.440665247,0.419188105,"25776. Homo sapiens interleukin 1 receptor associated kinase 1 (IRAK1), transcript variant 1, mRNA",0.0389964,0.024746253,1.575850686,IRAK1,PF00531; PF00069,GO:0007165 [Name: signal transduction]; GO:0043406 [Name: positive regulation of MAP kinase activity]; GO:0045087 [Name: innate immune response]; GO:0051259 [Name: protein oligomerization]; GO:0001959 [Name: regulation of cytokine-mediated signaling pathway]; GO:0031663 [Name: lipopolysaccharide-mediated signaling pathway]; GO:0034605 [Name: cellular response to heat]; GO:0043123 [Name: positive regulation of I-kappaB kinase/NF-kappaB signaling]; GO:0070555 [Name: response to interleukin-1]; GO:0002224 [Name: toll-like receptor signaling pathway]; GO:0032088 [Name: negative regulation of NF-kappaB transcription factor activity]; GO:0070423 [Name: nucleotide-binding oligomerization domain containing signaling pathway]; GO:0032481 [Name: positive regulation of type I interferon production]; GO:0007178 [Name: transmembrane receptor protein serine/threonine kinase signaling pathway]; GO:0007254 [Name: JNK cascade]; GO:0007568 [Name: aging]; GO:0045893 [Name: positive regulation of transcription. DNA-templated]; GO:0034162 [Name: toll-like receptor 9 signaling pathway]; GO:0000187 [Name: activation of MAPK activity]; GO:0051092 [Name: positive regulation of NF-kappaB transcription factor activity]; GO:0002755 [Name: MyD88-dependent toll-like receptor signaling pathway]; GO:0006468 [Name: protein phosphorylation]; GO:0032496 [Name: response to lipopolysaccharide]; GO:0034134 [Name: toll-like receptor 2 signaling pathway]; GO:0007250 [Name: activation of NF-kappaB-inducing kinase activity]; GO:0043066 [Name: negative regulation of apoptotic process]; GO:0046777 [Name: protein autophosphorylation]; GO:0070498 [Name: interleukin-1-mediated signaling pathway]; GO:0071456 [Name: cellular response to hypoxia]; GO:0034142 [Name: toll-like receptor 4 signaling pathway]; GO:0048661 [Name: positive regulation of smooth muscle cell proliferation],0.513525033,3.465735903,0.263707959
8562,NM_001002029_9,-2.426576924,0.832957165,0.859310552,0.942679434,1.189598266,0.481361257,"1131. Homo sapiens complement C4B (Chido blood group) (C4B), mRNA",0.035608,0.025974985,1.370857402,C4B,PF00207; PF07703; PF10569; PF01835; PF07677; PF01821; PF01759; PF07678,GO:0010951 [Name: negative regulation of endopeptidase activity]; GO:2000427 [Name: positive regulation of apoptotic cell clearance]; GO:0006954 [Name: inflammatory response]; GO:0045087 [Name: innate immune response]; GO:0006508 [Name: proteolysis]; GO:0008228 [Name: opsonization]; GO:0006956 [Name: complement activation]; GO:0006958 [Name: complement activation. classical pathway]; GO:0032490 [Name: detection of molecule of bacterial origin]; GO:0030449 [Name: regulation of complement activation],0.513169997,2.397895273,0.263343445
8563,NM_001002029_4,-2.493032196,0.761792318,0.756837671,0.938459876,1.152975743,0.483865225,"1131. Homo sapiens complement C4B (Chido blood group) (C4B), mRNA",0.035608,0.025819781,1.379097695,C4B,PF00207; PF07703; PF10569; PF01835; PF07677; PF01821; PF01759; PF07678,GO:0010951 [Name: negative regulation of endopeptidase activity]; GO:2000427 [Name: positive regulation of apoptotic cell clearance]; GO:0006954 [Name: inflammatory response]; GO:0045087 [Name: innate immune response]; GO:0006508 [Name: proteolysis]; GO:0008228 [Name: opsonization]; GO:0006956 [Name: complement activation]; GO:0006958 [Name: complement activation. classical pathway]; GO:0032490 [Name: detection of molecule of bacterial origin]; GO:0030449 [Name: regulation of complement activation],0.513166538,2.397895273,0.263339896
8595,NM_033017_1,-0.545275997,-2.019512677,0.58435565,1.064138004,0.078672828,0.426006357,"38273. Homo sapiens tripartite motif containing 4 (TRIM4), transcript variant alpha, mRNA",0.039504,0.022290345,1.772247135,TRIM4,PF00622; PF00643,GO:0045087 [Name: innate immune response]; GO:0070206 [Name: protein trimerization]; GO:0016567 [Name: protein ubiquitination],0.512285943,1.386294361,0.262436888
8693,NM_012387_1,-1.409406567,1.451321137,1.383144913,0.03835768,0.73564158,0.439513369,"31366. Homo sapiens peptidyl arginine deiminase 4 (PADI4), mRNA",0.0529466,0.034126034,1.551501717,PADI4,PF03068; PF08526; PF08527,GO:0006355 [Name: regulation of transcription. DNA-templated]; GO:0006464 [Name: cellular protein modification process]; GO:0016568 [Name: chromatin modification]; GO:0045087 [Name: innate immune response]; GO:0006351 [Name: transcription. DNA-templated]; GO:0018101 [Name: protein citrullination]; GO:0019827 [Name: stem cell population maintenance]; GO:0006338 [Name: chromatin remodeling]; GO:0036413 [Name: histone H3-R26 citrullination]; GO:0006325 [Name: chromatin organization]; GO:0006334 [Name: nucleosome assembly]; GO:0036414 [Name: histone citrullination],0.50880596,2.564949357,0.258883505
8746,NM_001002029_5,-2.713879057,0.881230851,0.712971605,0.763902533,1.134378329,0.493440294,"1131. Homo sapiens complement C4B (Chido blood group) (C4B), mRNA",0.0368267,0.0253631,1.45197945,C4B,PF00207; PF07703; PF10569; PF01835; PF07677; PF01821; PF01759; PF07678,GO:0010951 [Name: negative regulation of endopeptidase activity]; GO:2000427 [Name: positive regulation of apoptotic cell clearance]; GO:0006954 [Name: inflammatory response]; GO:0045087 [Name: innate immune response]; GO:0006508 [Name: proteolysis]; GO:0008228 [Name: opsonization]; GO:0006956 [Name: complement activation]; GO:0006958 [Name: complement activation. classical pathway]; GO:0032490 [Name: detection of molecule of bacterial origin]; GO:0030449 [Name: regulation of complement activation],0.507280673,2.397895273,0.257333681
8747,NM_007293_3,-2.713879057,0.881230851,0.712971605,0.763902533,1.134378329,0.493440294,"31030. Homo sapiens complement C4A (Rodgers blood group) (C4A), transcript variant 1, mRNA",0.0368267,0.0253631,1.45197945,C4A,PF07703; PF01759; PF00207; PF07678; PF10569; PF01835; PF01821; PF07677,GO:0045087 [Name: innate immune response]; GO:0006508 [Name: proteolysis]; GO:0006958 [Name: complement activation. classical pathway]; GO:0006956 [Name: complement activation]; GO:2000427 [Name: positive regulation of apoptotic cell clearance]; GO:0030449 [Name: regulation of complement activation]; GO:0006954 [Name: inflammatory response]; GO:0010951 [Name: negative regulation of endopeptidase activity],0.507279905,2.197224577,0.257332902
8752,NM_001002029_3,-2.296790755,0.553968956,1.097181513,0.904318035,0.999903719,0.479068849,"1131. Homo sapiens complement C4B (Chido blood group) (C4B), mRNA",0.0368267,0.025310774,1.454981171,C4B,PF00207; PF07703; PF10569; PF01835; PF07677; PF01821; PF01759; PF07678,GO:0010951 [Name: negative regulation of endopeptidase activity]; GO:2000427 [Name: positive regulation of apoptotic cell clearance]; GO:0006954 [Name: inflammatory response]; GO:0045087 [Name: innate immune response]; GO:0006508 [Name: proteolysis]; GO:0008228 [Name: opsonization]; GO:0006956 [Name: complement activation]; GO:0006958 [Name: complement activation. classical pathway]; GO:0032490 [Name: detection of molecule of bacterial origin]; GO:0030449 [Name: regulation of complement activation],0.507131545,2.397895273,0.257182404
8756,NM_007293_2,-2.296790755,0.553968956,1.097181513,0.904318035,0.999903719,0.479068849,"31030. Homo sapiens complement C4A (Rodgers blood group) (C4A), transcript variant 1, mRNA",0.0368267,0.025310774,1.454981171,C4A,PF07703; PF01759; PF00207; PF07678; PF10569; PF01835; PF01821; PF07677,GO:0045087 [Name: innate immune response]; GO:0006508 [Name: proteolysis]; GO:0006958 [Name: complement activation. classical pathway]; GO:0006956 [Name: complement activation]; GO:2000427 [Name: positive regulation of apoptotic cell clearance]; GO:0030449 [Name: regulation of complement activation]; GO:0006954 [Name: inflammatory response]; GO:0010951 [Name: negative regulation of endopeptidase activity],0.507101762,2.197224577,0.257152197
8766,NM_004031_1,1.023997898,5.299956899,3.895739541,-0.030307168,0.064671575,0.365661089,"28049. Homo sapiens interferon regulatory factor 7 (IRF7), transcript variant d, mRNA",0.0691914,0.040763987,1.697365859,IRF7,PF00605; PF10401,GO:0032607 [Name: interferon-alpha production]; GO:0032727 [Name: positive regulation of interferon-alpha production]; GO:0034127 [Name: regulation of MyD88-independent toll-like receptor signaling pathway]; GO:0035666 [Name: TRIF-dependent toll-like receptor signaling pathway]; GO:0045655 [Name: regulation of monocyte differentiation]; GO:0045893 [Name: positive regulation of transcription. DNA-templated]; GO:0006366 [Name: transcription from RNA polymerase II promoter]; GO:0009615 [Name: response to virus]; GO:0032608 [Name: interferon-beta production]; GO:0060340 [Name: positive regulation of type I interferon-mediated signaling pathway]; GO:2000110 [Name: negative regulation of macrophage apoptotic process]; GO:0002819 [Name: regulation of adaptive immune response]; GO:0032728 [Name: positive regulation of interferon-beta production]; GO:0050776 [Name: regulation of immune response]; GO:0039530 [Name: MDA-5 signaling pathway]; GO:0060337 [Name: type I interferon signaling pathway]; GO:0034124 [Name: regulation of MyD88-dependent toll-like receptor signaling pathway]; GO:0060333 [Name: interferon-gamma-mediated signaling pathway]; GO:0000122 [Name: negative regulation of transcription from RNA polymerase II promoter]; GO:0016064 [Name: immunoglobulin mediated immune response]; GO:0032479 [Name: regulation of type I interferon production]; GO:0045351 [Name: type I interferon biosynthetic process]; GO:0045944 [Name: positive regulation of transcription from RNA polymerase II promoter]; GO:0006974 [Name: cellular response to DNA damage stimulus]; GO:0019043 [Name: establishment of viral latency]; GO:0032481 [Name: positive regulation of type I interferon production]; GO:0045087 [Name: innate immune response],0.506709314,3.33220451,0.256754329
8788,NM_001002029_7,-2.774409497,0.503710918,0.42048578,0.983152123,0.927611627,0.494189336,"1131. Homo sapiens complement C4B (Chido blood group) (C4B), mRNA",0.0368267,0.025169694,1.463136563,C4B,PF00207; PF07703; PF10569; PF01835; PF07677; PF01821; PF01759; PF07678,GO:0010951 [Name: negative regulation of endopeptidase activity]; GO:2000427 [Name: positive regulation of apoptotic cell clearance]; GO:0006954 [Name: inflammatory response]; GO:0045087 [Name: innate immune response]; GO:0006508 [Name: proteolysis]; GO:0008228 [Name: opsonization]; GO:0006956 [Name: complement activation]; GO:0006958 [Name: complement activation. classical pathway]; GO:0032490 [Name: detection of molecule of bacterial origin]; GO:0030449 [Name: regulation of complement activation],0.505557567,2.397895273,0.255588454
8789,NM_007293_5,-2.774409497,0.503710918,0.42048578,0.983152123,0.927611627,0.494189336,"31030. Homo sapiens complement C4A (Rodgers blood group) (C4A), transcript variant 1, mRNA",0.0368267,0.025169694,1.463136563,C4A,PF07703; PF01759; PF00207; PF07678; PF10569; PF01835; PF01821; PF07677,GO:0045087 [Name: innate immune response]; GO:0006508 [Name: proteolysis]; GO:0006958 [Name: complement activation. classical pathway]; GO:0006956 [Name: complement activation]; GO:2000427 [Name: positive regulation of apoptotic cell clearance]; GO:0030449 [Name: regulation of complement activation]; GO:0006954 [Name: inflammatory response]; GO:0010951 [Name: negative regulation of endopeptidase activity],0.505557567,2.197224577,0.255588454
